"","wijk_code","n","wijk_name"
"1200","WK015809","1125","Wijk 09 Haaksbergen-kern"
"1201","WK039201","14745","Oude Stad"
"1202","WK039202","13090","Haarlemmerhoutkwartier"
"1203","WK039203","8295","Zijlwegkwartier"
"1204","WK039204","8870","Houtvaartkwartier"
"1205","WK039205","5700","Duinwijk"
"1206","WK039206","2030","Waarder- en Veerpolder"
"1207","WK039207","8215","Amsterdamsewijk"
"1208","WK039208","6300","Slachthuiswijk"
"1209","WK039209","6830","Parkwijk"
"1210","WK039210","8855","Transvaalwijk"
"1211","WK039211","9365","Indischewijk"
"1212","WK039212","13500","Ter Kleefkwartier"
"1213","WK039213","9275","Te Zaanenkwartier"
"1214","WK039214","5045","Vogelenwijk"
"1215","WK039215","4810","Delftwijk"
"1216","WK039216","5605","Vondelkwartier"
"1217","WK039217","595","Spaarndam"
"1218","WK039218","9920","Europawijk"
"1219","WK039219","9255","Boerhaavewijk"
"1220","WK039220","8135","Molenwijk"
"1221","WK039221","9200","Meerwijk"
"1222","WK039401","79895","Hoofddorp"
"1223","WK039402","31760","Nieuw-Vennep"
"1224","WK039403","8145","Zwanenburg"
"1225","WK039404","1055","Lijnden / Boesingheliede"
"1226","WK039405","14620","Badhoevedorp"
"1227","WK039406","855","Aalsmeerderbrug/ Oude Meer/ Rozenburg / "
"1228","WK039407","4420","Rijsenhout"
"1229","WK039408","765","Burgerveen / Leimuiderbrug / Weteringbru"
"1230","WK039409","1750","Abbenes / Buitenkaag"
"1231","WK039410","3340","Lisserbroek"
"1232","WK039411","1000","Beinsdorp"
"1233","WK039412","2185","Zwaanshoek"
"1234","WK039413","1830","Cruquius"
"1235","WK039415","4915","Vijfhuizen"
"1236","WK039416","125","Schiphol"
"1237","WK039420","3545","Spaarndam"
"1238","WK039421","315","Haarlemmerliede"
"1239","WK039422","2615","Halfweg"
"1240","WK165501","6800","Wijk 01 Oud Gastel"
"1241","WK165502","1200","Wijk 02 Stampersgat"
"1242","WK165503","13760","Wijk 03 Oudenbosch"
"1243","WK165504","6770","Wijk 04 Hoeven"
"1244","WK165505","2660","Wijk 05 Bosschenhoofd"
"1245","WK016001","555","Ane"
"1246","WK016002","155","Anerveen"
"1247","WK016003","45","Anevelde"
"1248","WK016004","4010","Balkbrug"
"1249","WK016005","3570","Bergentheim"
"1250","WK016006","320","Brucht"
"1251","WK016007","390","Collendoorn"
"1252","WK016008","2205","De Krim"
"1253","WK016009","13065","Dedemsvaart"
"1254","WK016010","190","Den Velde"
"1255","WK016011","140","Diffelen"
"1256","WK016012","3330","Gramsbergen"
"1257","WK016013","645","Heemserveen"
"1258","WK016014","175","Holtheme"
"1259","WK016015","115","Holthone"
"1260","WK016016","455","Hoogenweg"
"1261","WK016017","1525","Kloosterhaar"
"1262","WK016018","210","Loozen"
"1263","WK016019","2060","Lutten"
"1264","WK016020","950","Marienberg"
"1265","WK016021","580","Radewijk"
"1266","WK016022","260","Rheeze"
"1267","WK016023","570","Rheezerveen"
"1268","WK016024","980","Schuinesloot"
"1269","WK016025","1440","Sibculo"
"1270","WK016026","3240","Slagharen"
"1271","WK016027","100","Venebrugge"
"1272","WK016028","20550","Hardenberg"
"1273","WK016029","1100","Bruchterveld"
"1274","WK024301","2345","Binnenstad"
"1275","WK024302","1750","Waterfront"
"1276","WK024303","2255","Zeebuurt"
"1277","WK024304","1490","Friesegracht"
"1278","WK024305","6440","Stadsdennen"
"1279","WK024306","625","De Sypel"
"1280","WK024307","230","Stationsomgeving"
"1281","WK024308","7430","Stadsweiden"
"1282","WK024309","1350","Slingerbos"
"1283","WK024310","6560","Tweelingstad"
"1284","WK024311","3990","Frankrijk"
"1285","WK024312","10430","Drielanden"
"1286","WK024313","40","Industrieterrein Lorentz"
"1287","WK024314","1010","Buitengebied Harderwijk"
"1288","WK024315","3435","Hierden"
"1289","WK052301","5130","Neder Hardinxveld"
"1290","WK052302","3050","De Peulen"
"1291","WK052303","4765","Boven Hardinxveld"
"1292","WK052304","5810","Giessendam"
"1293","WK007200","15140","Wijk 00 Harlingen"
"1294","WK007201","600","Wijk 01 Midlum"
"1295","WK007202","490","Wijk 02 Wijnaldum"
"1296","WK024400","11735","Wijk 00 Hattem"
"1297","WK024401","890","Wijk 01 Polder Hattem en Molecaten"
"1298","WK039601","1915","Wijk 01 Heemskerk-Dorp"
"1299","WK039602","2405","Wijk 02 Commandeurs en Marquette"
"1300","WK039603","5635","Wijk 03 Hofland, Oosterwijk en Zuidbroek"
"1301","WK039604","1855","Wijk 04 Heemskerkerduin en Noorddorp"
"1302","WK039605","5120","Wijk 05 Poelenburg en Oosterzij"
"1303","WK039606","5730","Wijk 06 Noordbroek en De Trompet"
"1304","WK039607","3055","Wijk 07 Kerkbeek"
"1305","WK039608","4585","Wijk 08 Assumburg"
"1306","WK039609","4570","Wijk 09 Hoogdorp en Waterakkers"
"1307","WK039610","4580","Wijk 10 Broekpolder"
"1308","WK039611","5","Wijk 11 Oostelijk Heemskerk"
"1309","WK039700","23770","Wijk 00 Heemstede-Centrum"
"1310","WK039701","2735","Wijk 01 Heemstede-Zuid"
"1311","WK039702","1085","Wijk 02 Heemstede west van de spoorbaan"
"1312","WK024600","12820","Wijk 00 Heerde"
"1313","WK024601","6405","Wijk 01 Wapenveld"
"1314","WK007401","31070","Wijk 01 Heerenveen"
"1315","WK007402","1835","Wijk 02 Noord-Heerenveen"
"1316","WK007403","1780","Wijk 03 Hoornsterzwaag"
"1317","WK007404","9120","Wijk 04 Jubbega"
"1318","WK007406","1580","Wijk 06 Oranjewoud"
"1319","WK007407","585","Skarsterlân"
"1320","WK007409","5810","Boarnsterhim"
"1321","WK091710","3915","Wijk 10 Maria Gewanden en Terschuren"
"1322","WK091711","3285","Wijk 11 Mariarade"
"1323","WK091712","6925","Wijk 12 Hoensbroek-De Dem"
"1324","WK091713","4310","Wijk 13 Nieuw Lotbroek"
"1325","WK091714","355","Wijk 14 De Koumen"
"1326","WK091720","5345","Wijk 20 Vrieheide-De Stack"
"1327","WK091721","5415","Wijk 21 Heerlerheide-Passart"
"1328","WK091722","3020","Wijk 22 Heksenberg"
"1329","WK091723","90","Wijk 23 De Hei"
"1330","WK091724","4905","Wijk 24 Rennemig-Beersdal"
"1331","WK091730","3630","Wijk 30 Zeswegen-Nieuw Husken"
"1332","WK091731","5150","Wijk 31 Schandelen-Grasbroek"
"1333","WK091732","6445","Wijk 32 Meezenbroek-Schaesbergerveld"
"1334","WK091733","5510","Wijk 33 Heerlen-Centrum"
"1335","WK091734","2525","Wijk 34 Eikenderveld"
"1336","WK091735","170","Wijk 35 Woonboulevard-Ten Esschen"
"1337","WK091736","3940","Wijk 36 Welten-Benzenrade"
"1338","WK091737","2790","Wijk 37 Bekkerveld"
"1339","WK091738","5090","Wijk 38 Caumerveld-Douve Weien"
"1340","WK091739","4845","Wijk 39 Molenberg"
"1341","WK091740","4015","Wijk 40 Heerlerbaan-Centrum"
"1342","WK091741","5725","Wijk 41 Heerlerbaan-Schil"
"1343","WK091742","75","Wijk 42 De Beitel"
"1344","WK165800","10245","Wijk 00 Heeze"
"1345","WK165801","4115","Wijk 01 Leende"
"1346","WK165802","485","Wijk 02 Leenderstrijp"
"1347","WK165803","1960","Wijk 03 Sterksel"
"1348","WK039901","795","Wijk 01 Blockhovepark"
"1349","WK039902","3380","Wijk 02 Heiloo Noord-West"
"1350","WK039903","4785","Wijk 03 Heiloo-Midden"
"1351","WK039904","4080","Wijk 04 Heiloo-West"
"1352","WK039905","6665","Wijk 05 Stationsomgeving"
"1353","WK039906","4150","Wijk 06 Ypestein"
"1354","WK039907","20","Wijk 07 Heiloo-Oost"
"1355","WK039908","445","Wijk 08 Heiloo Zuid-West"
"1356","WK040001","9180","Wijk 01 Stad binnen de Linie-Oost"
"1357","WK040002","10330","Wijk 02 Stad binnen de Linie-West"
"1358","WK040003","3190","Wijk 03 Nieuw Den Helder-West"
"1359","WK040004","9230","Wijk 04 Nieuw Den Helder-Oost"
"1360","WK040005","9090","Wijk 05 De Schooten"
"1361","WK040006","2170","Wijk 06 Het Koegras"
"1362","WK040007","320","Wijk 07 Duinzoom"
"1363","WK040008","12920","Wijk 08 Julianadorp"
"1364","WK016301","4380","Wijk 01 Hellendoorn"
"1365","WK016302","1870","Wijk 02 Nijverdal Noord"
"1366","WK016303","6350","Wijk 03 Nijverdal West"
"1367","WK016304","8935","Wijk 04 Nijverdal Oost"
"1368","WK016305","5630","Wijk 05 Buitengebied"
"1369","WK016306","6615","Wijk 06 Kruidenwijk"
"1370","WK016307","1090","Wijk 07 Haarle"
"1371","WK016308","585","Wijk 08 Daarle"
"1372","WK016309","805","Wijk 09 Daarlerveen"
"1373","WK079410","16970","Wijk 10 Binnenstad"
"1374","WK079411","7875","Wijk 11 Helmond-Oost"
"1375","WK079412","12180","Wijk 12 Helmond-Noord"
"1376","WK079413","11175","Wijk 13 't Hout"
"1377","WK079414","9235","Wijk 14 Brouwhuis"
"1378","WK079415","4665","Wijk 15 Helmond-West"
"1379","WK079416","3095","Wijk 16 Warande"
"1380","WK079417","5580","Wijk 17 Stiphout"
"1381","WK079418","8220","Wijk 18 Rijpelberg"
"1382","WK079419","4865","Wijk 19 Dierdonk"
"1383","WK079421","11705","Wijk 21 Brandevoort"
"1384","WK079429","310","Wijk 29 Industriegebied Zuid"
"1385","WK053101","11475","Wijk 01 Centrum"
"1386","WK053102","7745","Wijk 02 Krommeweg"
"1387","WK053103","12830","Wijk 03 De Volgerlanden"
"1388","WK053104","270","Wijk 04 Sandelingen-Ambacht"
"1389","WK053105","375","Wijk 05 De Oevers"
"1390","WK016400","3010","Wijk 00 Binnenstad"
"1391","WK016401","11030","Wijk 01 Hengelose Es"
"1392","WK016402","10255","Wijk 02 Noord"
"1393","WK016403","11975","Wijk 03 Hasseler Es"
"1394","WK016404","9160","Wijk 04 Groot Driene"
"1395","WK016405","7295","Wijk 05 Berflo Es"
"1396","WK016406","10075","Wijk 06 Wilderinkshoek"
"1397","WK016407","7530","Wijk 07 Woolde"
"1398","WK016408","10740","Wijk 08 Slangenbeek"
"1399","WK016409","1990","Wijk 09 Buitengebied"
"1400","WK079601","13895","Binnenstad"
"1401","WK079602","12680","Zuidoost"
"1402","WK079603","14115","Graafsepoort"
"1403","WK079604","7090","Muntel / Vliert"
"1404","WK079605","9735","Rosmalen-Zuid"
"1405","WK079606","12885","Rosmalen-Noord"
"1406","WK079607","10600","De Groote Wielen"
"1407","WK079608","6595","Empel"
"1408","WK079609","20545","Noord"
"1409","WK079610","16115","Maaspoort"
"1410","WK079611","23170","West"
"1411","WK079612","5785","Engelen"
"1412","WK079613","4700","Nuland"
"1413","WK079614","2850","Vinkel"
"1414","WK025200","13310","Wijk 00 Heumen"
"1415","WK025201","3525","Wijk 01 Overasselt"
"1416","WK079701","18280","Wijk 01 Drunen"
"1417","WK079702","1850","Wijk 02 Elshout"
"1418","WK079703","2590","Wijk 03 Haarsteeg"
"1419","WK079704","2165","Wijk 04 Nieuwkuijk"
"1420","WK079705","15785","Wijk 05 Vlijmen"
"1421","WK079706","95","Wijk 06 Doeveren"
"1422","WK079707","265","Wijk 07 Hedikthuizen"
"1423","WK079708","185","Wijk 08 Heesbeen"
"1424","WK079709","780","Wijk 09 Herpt"
"1425","WK079710","1320","Wijk 10 Heusden"
"1426","WK079711","2715","Wijk 11 Oudheusden"
"1427","WK053401","5960","Hillegom Midden"
"1428","WK053402","4300","Hillegom Noord"
"1429","WK053403","7735","Hillegom Zuid"
"1430","WK053404","3410","Hillegom West"
"1431","WK053405","1415","Buitengebied"
"1432","WK079800","8775","Wijk 00 Hilvarenbeek"
"1433","WK079801","1300","Wijk 01 Esbeek"
"1434","WK079802","1030","Wijk 02 Biest-Houtakker"
"1435","WK079803","3940","Wijk 03 Diessen"
"1436","WK079804","915","Wijk 04 Haghorst"
"1437","WK040201","10225","Centrum"
"1438","WK040202","7725","Noordwest"
"1439","WK040203","9255","Zuidwest"
"1440","WK040204","17695","Zuid"
"1441","WK040205","10715","Zuidoost"
"1442","WK040206","22310","Oost"
"1443","WK040207","11390","Noordoost"
"1444","WK040208","4145","Hilversumse Meent"
"1445","WK040209","975","Landelijk Gebied"
"1446","WK196300","24860","Oud-Beijerland"
"1447","WK196301","3615","Heinenoord"
"1448","WK196302","4785","Mijnsheerenland"
"1449","WK196303","2115","Westmaas"
"1450","WK196304","7420","Puttershoek"
"1451","WK196305","3215","Maasdam"
"1452","WK196306","9195","'s-Gravendeel"
"1453","WK196307","9110","Strijen"
"1454","WK196308","4160","Klaaswaal"
"1455","WK196309","9730","Numansdorp"
"1456","WK196310","3640","Zuid-Beijerland"
"1457","WK196311","2035","Goudswaard"
"1458","WK196312","1900","Piershil"
"1459","WK196313","4475","Nieuw-Beijerland"
"1460","WK173500","8445","Wijk 00 Goor"
"1461","WK173501","3795","Wijk 01 De Whee II"
"1462","WK173502","6475","Wijk 02 Markelo"
"1463","WK173503","210","Wijk 03 Verspr.h. Kerspel en omgeving"
"1464","WK173504","635","Wijk 04 Elsen"
"1465","WK173505","2665","Wijk 05 Diepenheim"
"1466","WK173506","7145","Wijk 06 Delden"
"1467","WK173507","220","Wijk 07 Overig Delden"
"1468","WK173508","3600","Wijk 08 Hengevelde"
"1469","WK173509","2260","Wijk 09 Bentelo"
"1470","WK196601","3185","Ulrum"
"1471","WK196602","3195","Leens"
"1472","WK196603","1455","Kloosterburen"
"1473","WK196604","2145","Oude Land"
"1474","WK196605","1960","Sauwerd"
"1475","WK196606","7445","Winsum"
"1476","WK196607","2660","Baflo"
"1477","WK196608","10660","Bedum"
"1478","WK196609","2275","Warffum"
"1479","WK196610","1585","Kantens"
"1480","WK196611","1370","Usquert"
"1481","WK196612","5470","Uithuizen"
"1482","WK196613","4800","Uithuizermeeden"
"1483","WK196614","0","Eemshavengebied"
"1484","WK191101","8735","Anna Paulowna"
"1485","WK191102","3810","Breezand"
"1486","WK191103","2380","Wieringerwaard"
"1487","WK191104","915","Westerland"
"1488","WK191105","5240","Hippolytushoef"
"1489","WK191106","2430","Den Oever"
"1490","WK191107","6080","Wieringerwerf"
"1491","WK191108","575","Kreileroord"
"1492","WK191109","2195","Slootdorp"
"1493","WK191110","4330","Middenmeer"
"1494","WK191111","1070","Kolhorn"
"1495","WK191112","910","Barsingerhorn"
"1496","WK191113","180","Haringhuizen"
"1497","WK191114","780","Lutjewinkel"
"1498","WK191115","3505","Winkel"
"1499","WK191116","3320","Nieuwe Niedorp"
"1500","WK191117","2275","'t Veld"
"1501","WK191118","395","Zijdewind"
"1502","WK191119","400","Oude Niedorp"
"1503","WK011850","25725","Wijk 50 Hoogeveen"
"1504","WK011851","14185","Wijk 51 De Weide"
"1505","WK011852","600","Wijke 52 Fluitenberg"
"1506","WK011853","2330","Wijk 53 Elim"
"1507","WK011854","4595","Wijk 54 Hollandscheveld"
"1508","WK011855","2080","Wijk 55 Noordscheschut"
"1509","WK011856","1415","Wijk 56 Nieuwlande"
"1510","WK011857","985","Wijk 57 Nieuweroord"
"1511","WK011858","675","Wijk 58 Tiendeveen"
"1512","WK011859","700","Wijk 59 Stuifzand"
"1513","WK011860","1895","Wijk 60 Pesse"
"1514","WK011861","640","Wijk 61 Zuideropgaande Nieuw Moscou"
"1515","WK011862","765","Wijk 62 Industrie- en verspr. gebieden"
"1516","WK040510","5840","Wijk 10 Binnenstad"
"1517","WK040511","2740","Wijk 11 Venenlaan-kwartier"
"1518","WK040512","5830","Wijk 12 Hoorn-Noord"
"1519","WK040513","7855","Wijk 13 Grote Waal"
"1520","WK040520","8815","Wijk 20 Risdam-Zuid"
"1521","WK040521","7855","Wijk 21 Risdam-Noord"
"1522","WK040522","1280","Wijk 22 Nieuwe Steen"
"1523","WK040530","3110","Wijk 30 Zwaag"
"1524","WK040531","3910","Wijk 31 Blokker"
"1525","WK040532","4030","Wijk 32 Kersenboogerd-Noord"
"1526","WK040533","16415","Wijk 33 Kersenboogerd-Zuid"
"1527","WK040534","15","Wijk 34 Hoorn 80"
"1528","WK040535","7950","Wijk 35 Bangert en Oosterpolder"
"1529","WK040536","0","Wijk 36 Noord"
"1530","WK150700","530","Wijk 00 Griendtsveen"
"1531","WK150701","2320","Wijk 01 America"
"1532","WK150702","1680","Wijk 02 Meterik"
"1533","WK150703","2050","Wijk 03 Hegelsom"
"1534","WK150704","13370","Wijk 04 Horst"
"1535","WK150705","2195","Wijk 05 Melderslo"
"1536","WK150706","1115","Wijk 06 Broekhuizenvorst"
"1537","WK150707","2000","Wijk 07 Lottum"
"1538","WK150708","4885","Wijk 08 Grubbenvorst"
"1539","WK150709","815","Wijk 09 Broekhuizen"
"1540","WK150710","7050","Wijk 10 Sevenum"
"1541","WK150711","1120","Wijk 11 Kronenberg"
"1542","WK150712","235","Wijk 12 Evertsoord"
"1543","WK150713","1915","Wijk 13 Meerlo"
"1544","WK150714","1355","Wijk 14 Tienray"
"1545","WK150715","1280","Wijk 15 Swolgen"
"1546","WK032110","13800","Houten Noord-West"
"1547","WK032111","10480","Houten Noord-Oost"
"1548","WK032112","11760","Houten Zuid-West"
"1549","WK032113","10750","Houten Zuid-Oost"
"1550","WK032120","515","Houten Buitengebied"
"1551","WK032130","425","'t Goy"
"1552","WK032131","265","'t Goy Buitengebied"
"1553","WK032140","685","Tull en 't Waal"
"1554","WK032141","65","Tull en 't Waal Buitengebied"
"1555","WK032150","1685","Schalkwijk"
"1556","WK032151","425","Schalkwijk Buitengebied"
"1557","WK040600","6255","Wijk 00 Oude Dorp"
"1558","WK040601","2435","Wijk 01 Westereng"
"1559","WK040602","950","Wijk 02 Buitenwijken"
"1560","WK040603","355","Wijk 03 Erica en Tafelberg"
"1561","WK040604","2765","Wijk 04 Staatslieden en Componistenbuurt"
"1562","WK040605","1730","Wijk 05 Havengebied"
"1563","WK040606","3915","Wijk 06 Zenderwijk en Bovenweg"
"1564","WK040607","3810","Wijk 07 Stad en Lande"
"1565","WK040608","5845","Wijk 08 Huizermaat West en Zuid"
"1566","WK040609","2895","Wijk 09 Huizermaat Noord"
"1567","WK040610","2035","Wijk 10 Bijvanck"
"1568","WK040611","5935","Wijk 11 Bovenmaten"
"1569","WK040612","2265","Wijk 12 Hogemaat"
"1570","WK067701","10895","Hulst"
"1571","WK067702","3160","Sint Jansteen"
"1572","WK067703","2315","Clinge"
"1573","WK067704","940","Graauw"
"1574","WK067705","1165","Heikant"
"1575","WK067706","960","Nieuw Namen"
"1576","WK067707","350","Kapellebrug"
"1577","WK067708","3185","Kloosterzande"
"1578","WK067709","555","Lamswaarde"
"1579","WK067710","460","Terhole"
"1580","WK067711","1810","Vogelwaarde"
"1581","WK067712","670","Hengstdijk"
"1582","WK067713","285","Ossenisse"
"1583","WK067714","250","Kuitaart"
"1584","WK067715","330","Walsoorden"
"1585","WK035300","33420","Wijk 00 IJsselstein"
"1586","WK188400","14245","Wijk 00 Roelofarendsveen"
"1587","WK188401","3565","Wijk 01 Overig Alkemade"
"1588","WK188402","5420","Wijk 02 Woubrugge"
"1589","WK188403","1255","Wijk 03 Rijnsaterwoude"
"1590","WK188404","4685","Wijk 04 Leimuiden"
"1591","WK016600","38595","Kampen"
"1592","WK016602","190","Reeve"
"1593","WK016603","12770","IJsselmuiden"
"1594","WK016604","860","Zalk"
"1595","WK016605","885","Wilsum"
"1596","WK016606","1080","Grafhorst"
"1597","WK016607","985","Kamperveen"
"1598","WK016608","655","s-Heerenbroek"
"1599","WK016609","155","Mastenbroek"
"1600","WK067800","9420","Wijk 00 Kapelle"
"1601","WK067801","3100","Wijk 01 Wemeldinge"
"1602","WK067802","490","Wijk 02 Schore"
"1603","WK053701","13465","Katwijk Noord"
"1604","WK053702","15","'t Heen"
"1605","WK053703","11735","Katwijk aan den Rijn"
"1606","WK053705","17790","Katwijk aan Zee"
"1607","WK053706","455","Landelijk gebied Katwijk"
"1608","WK053707","17235","Rijnsburg"
"1609","WK053708","6270","Valkenburg"
"1610","WK092800","14510","Wijk 00 Kerkrade-West"
"1611","WK092801","17835","Wijk 01 Kerkrade-Oost"
"1612","WK092802","12960","Wijk 02 Kerkrade-Noord"
"1613","WK159801","5980","Obdam"
"1614","WK159802","1590","Hensbroek"
"1615","WK159803","1575","Spierdijk"
"1616","WK159804","550","Zuidermeer"
"1617","WK159805","2675","Berkhout"
"1618","WK159806","2975","Ursem"
"1619","WK159807","3825","De Goorn"
"1620","WK159808","3460","Avenhorn"
"1621","WK159809","525","Scharwoude"
"1622","WK159810","435","Oudendijk"
"1623","WK054200","29625","Wijk 00 Krimpen aan den IJssel"
"1624","WK193100","7845","Wijk 00 Lekkerkerk"
"1625","WK193101","6760","Wijk 01 Krimpen aan de Lek"
"1626","WK193102","5910","Wijk 02 Ouderkerk aan den IJssel"
"1627","WK193103","2610","Wijk 03 Gouderak"
"1628","WK193104","5315","Wijk 04 Bergambacht"
"1629","WK193105","1790","Wijk 05 Bergstoep"
"1630","WK193106","1695","Wijk 06 Ammerstol"
"1631","WK193107","1735","Wijk 07 Berkenwoude"
"1632","WK193108","4340","Wijk 08 Haastrecht"
"1633","WK193110","5440","Wijk 10 Stolwijk"
"1634","WK193111","650","Wijk 11 Vlist"
"1635","WK193112","13695","Wijk 12 Schoonhoven"
"1636","WK165900","10920","Wijk 00 Beek en Donk"
"1637","WK165901","5900","Wijk 01 Aarle-Rixtel"
"1638","WK165902","4345","Wijk 02 Lieshout"
"1639","WK165903","2055","Wijk 03 Mariahout"
"1640","WK198201","1395","Velp"
"1641","WK198202","8575","Grave"
"1642","WK198203","1225","Escharen"
"1643","WK198204","1220","Gassel"
"1644","WK198205","280","Linden"
"1645","WK198206","505","Katwijk"
"1646","WK198207","1765","Beers"
"1647","WK198208","18735","Cuijk"
"1648","WK198209","2320","Langenboom"
"1649","WK198210","6370","Mill"
"1650","WK198211","1265","Vianen"
"1651","WK198212","490","Sint Agatha"
"1652","WK198213","2890","Haps"
"1653","WK198214","2375","Oeffelt"
"1654","WK198215","1405","Sint Hubert"
"1655","WK198216","1120","Wilbertoord"
"1656","WK198217","3060","Wanroij"
"1657","WK198218","1685","Rijkevoort"
"1658","WK198219","1955","Beugen"
"1659","WK198220","725","Landhorst"
"1660","WK198221","630","Ledeacker"
"1661","WK198222","12500","Boxmeer"
"1662","WK198223","4300","Sint Anthonis"
"1663","WK198224","1840","Sambeek"
"1664","WK198225","1890","Oploo"
"1665","WK198226","780","Stevensbeek"
"1666","WK198227","795","Vortum-Mullem"
"1667","WK198228","515","Groeningen"
"1668","WK198229","705","Westerbeek"
"1669","WK198230","4305","Overloon"
"1670","WK198231","2605","Vierlingsbeek"
"1671","WK198232","560","Holthees"
"1672","WK198233","930","Maashees"
"1673","WK088200","15925","Wijk 00 Schaesberg"
"1674","WK088201","9300","Wijk 01 Nieuwenhagen"
"1675","WK088202","11885","Wijk 02 Ubach over Worms"
"1676","WK041501","405","Purmerland"
"1677","WK041502","855","Den Ilp"
"1678","WK041503","10405","Landsmeer"
"1679","WK162111","3550","Wijk 11 Bergschenhoek"
"1680","WK162112","8070","Wijk 12 De Ackers"
"1681","WK162113","6080","Wijk 13 Boterdorp"
"1682","WK162114","560","Wijk 14 Wilderszijde"
"1683","WK162115","1460","Wijk 15 Oosteindsche Polder"
"1684","WK162121","4915","Wijk 21 Berkel"
"1685","WK162122","4755","Wijk 22 Noordpolder"
"1686","WK162123","6845","Wijk 23 Meerpolder"
"1687","WK162124","1645","Wijk 24 Noordeinde"
"1688","WK162125","4845","Wijk 25 Zuidpolder"
"1689","WK162126","2645","Wijk 26 De Wadden"
"1690","WK162127","5620","Wijk 27 Westpolder"
"1691","WK162128","2700","Wijk 28 Rodenrijs"
"1692","WK162131","4285","Wijk 31 Bleiswijk"
"1693","WK162132","6450","Wijk 32 Hoekeindse Zoom"
"1694","WK162133","1155","Wijk 33 Bleiswijk Buiten"
"1695","WK041703","11435","Laren"
"1696","WK008010","6710","Binnenstad"
"1697","WK008011","8590","Potmargezone"
"1698","WK008020","12410","Oud-Oost"
"1699","WK008030","8255","Sonnenborgh e.o."
"1700","WK008031","3840","Westeinde e.o."
"1701","WK008032","5170","Vossepark & Helicon"
"1702","WK008040","6430","Huizum-West"
"1703","WK008041","4050","Nijlân & De Zwette"
"1704","WK008050","3630","Heechterp & Schieringen"
"1705","WK008051","10370","Camminghaburen e.o."
"1706","WK008060","6910","Bilgaard & Havankpark e.o."
"1707","WK008061","3630","Vrijheidswijk"
"1708","WK008062","3595","Dokkumer Ie e.o."
"1709","WK008063","8625","Stiens e.o."
"1710","WK008070","6990","Aldlân & De Hemrik"
"1711","WK008071","3355","Goutum"
"1712","WK008072","5770","Hempens/Teerns & Zuiderburen"
"1713","WK008073","4000","De Zuidlanden"
"1714","WK008074","140","Middelsee"
"1715","WK008080","4035","Dorpen Zuid-Oost"
"1716","WK008081","3925","Dorpen Zuid-West"
"1717","WK008082","8390","Grou e.o."
"1718","WK054600","8915","Binnenstad-Zuid"
"1719","WK054601","15545","Binnenstad-Noord"
"1720","WK054602","2700","Stationsdistrict"
"1721","WK054603","15325","Leiden-Noord"
"1722","WK054604","23500","Roodenburgerdistrict"
"1723","WK054605","20680","Bos- en Gasthuisdistrict"
"1724","WK054606","11670","Morsdistrict"
"1725","WK054607","7105","Boerhaavedistrict"
"1726","WK054608","13965","Merenwijkdistrict"
"1727","WK054609","10705","Stevenshofdistrict"
"1728","WK054700","16375","Wijk 00"
"1729","WK054701","3315","Wijk 01"
"1730","WK054702","8045","Wijk 02"
"1731","WK191601","5370","De Zijde / Duivenvoorde / Park Veursehou"
"1732","WK191602","5760","Prinsenhof"
"1733","WK191603","6955","'t Lien / De Rietvink"
"1734","WK191604","2355","Stompwijk"
"1735","WK191605","6545","Leidschendam - Zuid en omgeving"
"1736","WK191606","3250","De Heuvel / Amstelwijk"
"1737","WK191607","6995","Damsigt en omgeving"
"1738","WK191608","5820","Essesteijn"
"1739","WK191609","8050","Voorburg Midden"
"1740","WK191610","7650","Bovenveen"
"1741","WK191611","6985","Voorburg Noord"
"1742","WK191612","5230","Voorburg West / Park Leeuwenbergh"
"1743","WK191613","7260","Voorburg Oud"
"1744","WK099501","6665","Zuiderzeewijk"
"1745","WK099502","10835","Atolwijk"
"1746","WK099503","10790","Boswijk"
"1747","WK099504","11670","Waterwijk-Landerijen"
"1748","WK099505","8995","Bolder"
"1749","WK099506","13000","Kustwijk"
"1750","WK099507","10855","Havendiep"
"1751","WK099508","4645","Lelystad-Haven"
"1752","WK099509","1850","Stadshart"
"1753","WK099510","795","Buitengebied"
"1754","WK099511","3980","Warande"
"1755","WK164000","6585","Heythuysen"
"1756","WK164001","730","Heibloem"
"1757","WK164002","4275","Roggel"
"1758","WK164003","3330","Neer"
"1759","WK164004","680","Nunhem"
"1760","WK164005","4380","Haelen"
"1761","WK164006","925","Buggenum"
"1762","WK164007","3765","Horn"
"1763","WK164008","2645","Baexem"
"1764","WK164009","1200","Kelpen-Oler"
"1765","WK164010","1665","Grathem"
"1766","WK164011","1455","Ell"
"1767","WK164012","490","Haler"
"1768","WK164013","975","Hunsel"
"1769","WK164014","1250","Neeritter"
"1770","WK164015","1655","Ittervoort"
"1771","WK032700","8645","Wijk 00 Leusden-Centrum Oost"
"1772","WK032701","10880","Wijk 01 Leusden-Centrum West"
"1773","WK032702","5430","Wijk 02 Leusden-Zuid"
"1774","WK032703","2805","Wijk 03 Achterveld"
"1775","WK032704","380","Wijk 04 Stoutenburg"
"1776","WK032705","3540","Wijk 05 't Ruige Veld"
"1777","WK170500","12260","Bemmel"
"1778","WK170501","7380","Gendt"
"1779","WK170502","19770","Huissen"
"1780","WK170503","5","Loo Gld"
"1781","WK170504","2915","Angeren"
"1782","WK170505","2775","Doornenburg"
